"","file_type","stain_type","donor","region","s3_uri","annotation_name"
"9263","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-AT/analysis_masks/H21.33.009-A1-AT_Layer3_analysis.annotations","Layer3"
"9264","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-AT/analysis_masks/H21.33.009-A1-AT_Layer4_analysis.annotations","Layer4"
"9265","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-AT/analysis_masks/H21.33.009-A1-AT_Layer5-6_analysis.annotations","Layer5-6"
"9266","RAW_IMAGE_DEEPZOOM","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/downsampled/H21.33.009-A1-I6-primary/H21.33.009-A1-I6-primary.dzi",NA
"9267","RAW_IMAGE","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/H21.33.009-A1-I6.svs",NA
"9268","HALO_ANALYSIS_IMAGE_DEEPZOOM","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/downsampled/H21.33.009-A1-I6-analysis/H21.33.009-A1-I6-analysis.dzi",NA
"9269","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/analysis_masks/H21.33.009-A1-I6_Layer1_analysis.annotations","Layer1"
"9270","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/analysis_masks/H21.33.009-A1-I6_Layer2_analysis.annotations","Layer2"
"9271","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/analysis_masks/H21.33.009-A1-I6_Layer3_analysis.annotations","Layer3"
"9272","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/analysis_masks/H21.33.009-A1-I6_Layer4_analysis.annotations","Layer4"
"9273","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-I6/analysis_masks/H21.33.009-A1-I6_Layer5-6_analysis.annotations","Layer5-6"
"9274","RAW_IMAGE_DEEPZOOM","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/downsampled/H21.33.009-A1-GFAP-primary/H21.33.009-A1-GFAP-primary.dzi",NA
"9275","RAW_IMAGE","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/H21.33.009-A1-GFAP.svs",NA
"9276","HALO_ANALYSIS_IMAGE_DEEPZOOM","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/downsampled/H21.33.009-A1-GFAP-analysis/H21.33.009-A1-GFAP-analysis.dzi",NA
"9277","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/analysis_masks/H21.33.009-A1-GFAP_Layer1_analysis.annotations","Layer1"
"9278","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/analysis_masks/H21.33.009-A1-GFAP_Layer2_analysis.annotations","Layer2"
"9279","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/analysis_masks/H21.33.009-A1-GFAP_Layer3_analysis.annotations","Layer3"
"9280","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/analysis_masks/H21.33.009-A1-GFAP_Layer4_analysis.annotations","Layer4"
"9281","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-GFAP/analysis_masks/H21.33.009-A1-GFAP_Layer5-6_analysis.annotations","Layer5-6"
"9282","RAW_IMAGE_DEEPZOOM","H&E-LFB","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-LFB/downsampled/H21.33.009-A1-LFB-primary/H21.33.009-A1-LFB-primary.dzi",NA
"9283","RAW_IMAGE","H&E-LFB","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-LFB/H21.33.009-A1-LFB.svs",NA
"9284","HALO_ANALYSIS_IMAGE_DEEPZOOM","H&E-LFB","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","",NA
"9285","SUBREGION_ANNOTATIONS_XML","H&E-LFB","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","",NA
"9286","RAW_IMAGE_DEEPZOOM","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/downsampled/H21.33.009-A1-NEUN-primary/H21.33.009-A1-NEUN-primary.dzi",NA
"9287","RAW_IMAGE","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/H21.33.009-A1-NEUN.svs",NA
"9288","HALO_ANALYSIS_IMAGE_DEEPZOOM","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/downsampled/H21.33.009-A1-NEUN-analysis/H21.33.009-A1-NEUN-analysis.dzi",NA
"9289","SUBREGION_ANNOTATIONS_XML","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/analysis_masks/H21.33.009-A1-NEUN_Layer1_analysis.annotations","Layer1"
"9290","SUBREGION_ANNOTATIONS_XML","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/analysis_masks/H21.33.009-A1-NEUN_Layer2_analysis.annotations","Layer2"
"9291","SUBREGION_ANNOTATIONS_XML","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/analysis_masks/H21.33.009-A1-NEUN_Layer3_analysis.annotations","Layer3"
"9292","SUBREGION_ANNOTATIONS_XML","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/analysis_masks/H21.33.009-A1-NEUN_Layer4_analysis.annotations","Layer4"
"9293","SUBREGION_ANNOTATIONS_XML","NeuN","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-NEUN/analysis_masks/H21.33.009-A1-NEUN_Layer5-6_analysis.annotations","Layer5-6"
"9294","RAW_IMAGE_DEEPZOOM","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/downsampled/H21.33.009-A1-ASYN-primary/H21.33.009-A1-ASYN-primary.dzi",NA
"9295","RAW_IMAGE","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/H21.33.009-A1-ASYN.svs",NA
"9296","HALO_ANALYSIS_IMAGE_DEEPZOOM","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/downsampled/H21.33.009-A1-ASYN-analysis/H21.33.009-A1-ASYN-analysis.dzi",NA
"9297","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/analysis_masks/H21.33.009-A1-ASYN_Layer1_analysis.annotations","Layer1"
"9298","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/analysis_masks/H21.33.009-A1-ASYN_Layer2_analysis.annotations","Layer2"
"9299","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/analysis_masks/H21.33.009-A1-ASYN_Layer3_analysis.annotations","Layer3"
"9300","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/analysis_masks/H21.33.009-A1-ASYN_Layer4_analysis.annotations","Layer4"
"9301","SUBREGION_ANNOTATIONS_XML","a-Synuclein","H21.33.009","Dorsolateral Prefrontal Cortex (DLPFC)","s3://sea-ad-quantitative-neuropathology/dorsolateral-prefrontal-cortex/H21.33.009/H21.33.009-A1-ASYN/analysis_masks/H21.33.009-A1-ASYN_Layer5-6_analysis.annotations","Layer5-6"
"9302","RAW_IMAGE_DEEPZOOM","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/downsampled/H21.33.009-A12-AT-primary/H21.33.009-A12-AT-primary.dzi",NA
"9303","RAW_IMAGE","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/H21.33.009-A12-AT.svs",NA
"9304","HALO_ANALYSIS_IMAGE_DEEPZOOM","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/downsampled/H21.33.009-A12-AT-analysis/H21.33.009-A12-AT-analysis.dzi",NA
"9305","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA1-L_analysis.annotations","CA1-L"
"9306","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA1-R_analysis.annotations","CA1-R"
"9307","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA2-L_analysis.annotations","CA2-L"
"9308","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA2-R_analysis.annotations","CA2-R"
"9309","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA3-L_analysis.annotations","CA3-L"
"9310","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA3-R_analysis.annotations","CA3-R"
"9311","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA4-L_analysis.annotations","CA4-L"
"9312","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_CA4-R_analysis.annotations","CA4-R"
"9313","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_DG-L_analysis.annotations","DG-L"
"9314","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_DG-R_analysis.annotations","DG-R"
"9315","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_EC-L_analysis.annotations","EC-L"
"9316","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_EC-R_analysis.annotations","EC-R"
"9317","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_SB-L_analysis.annotations","SB-L"
"9318","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_SB-R_analysis.annotations","SB-R"
"9319","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_TEC-L_analysis.annotations","TEC-L"
"9320","SUBREGION_ANNOTATIONS_XML","AT8","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-AT/analysis_masks/H21.33.009-A12-AT_TEC-R_analysis.annotations","TEC-R"
"9321","RAW_IMAGE_DEEPZOOM","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/downsampled/H21.33.009-A12-I6-primary/H21.33.009-A12-I6-primary.dzi",NA
"9322","RAW_IMAGE","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/H21.33.009-A12-I6.svs",NA
"9323","HALO_ANALYSIS_IMAGE_DEEPZOOM","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/downsampled/H21.33.009-A12-I6-analysis/H21.33.009-A12-I6-analysis.dzi",NA
"9324","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA1-L_analysis.annotations","CA1-L"
"9325","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA1-R_analysis.annotations","CA1-R"
"9326","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA2-L_analysis.annotations","CA2-L"
"9327","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA2-R_analysis.annotations","CA2-R"
"9328","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA3-L_analysis.annotations","CA3-L"
"9329","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA3-R_analysis.annotations","CA3-R"
"9330","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA4-L_analysis.annotations","CA4-L"
"9331","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_CA4-R_analysis.annotations","CA4-R"
"9332","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_DG-L_analysis.annotations","DG-L"
"9333","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_DG-R_analysis.annotations","DG-R"
"9334","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_EC-L_analysis.annotations","EC-L"
"9335","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_EC-R_analysis.annotations","EC-R"
"9336","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_SB-L_analysis.annotations","SB-L"
"9337","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_SB-R_analysis.annotations","SB-R"
"9338","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_TEC-L_analysis.annotations","TEC-L"
"9339","SUBREGION_ANNOTATIONS_XML","Abeta (6E10) and IBA1","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-I6/analysis_masks/H21.33.009-A12-I6_TEC-R_analysis.annotations","TEC-R"
"9340","RAW_IMAGE_DEEPZOOM","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/downsampled/H21.33.009-A12-GFAP-primary/H21.33.009-A12-GFAP-primary.dzi",NA
"9341","RAW_IMAGE","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/H21.33.009-A12-GFAP.svs",NA
"9342","HALO_ANALYSIS_IMAGE_DEEPZOOM","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/downsampled/H21.33.009-A12-GFAP-analysis/H21.33.009-A12-GFAP-analysis.dzi",NA
"9343","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/analysis_masks/H21.33.009-A12-GFAP_CA1-L_analysis.annotations","CA1-L"
"9344","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/analysis_masks/H21.33.009-A12-GFAP_CA1-R_analysis.annotations","CA1-R"
"9345","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/analysis_masks/H21.33.009-A12-GFAP_CA2-L_analysis.annotations","CA2-L"
"9346","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/analysis_masks/H21.33.009-A12-GFAP_CA2-R_analysis.annotations","CA2-R"
"9347","SUBREGION_ANNOTATIONS_XML","GFAP","H21.33.009","Medial Entorhinal Cortex and Hippocampus (MEC-HIP)","s3://sea-ad-quantitative-neuropathology/hippocampus-medial-entorhinal-cortex/H21.33.009/H21.33.009-A12-GFAP/analysis_masks/H21.33.009-A12-GFAP_CA3-L_analysis.annotations","CA3-L"
